Influencer_ID,Name,Platform,Followers,Engagement_Rate,Avg_Likes,Avg_Comments,Posts_Per_Month,Category,Location,Collab_Cost,Audience_Age,Audience_Gender,Growth_Rate,Video_Views
INF0713,Sai789,Instagram,32873,5.64,1445,280,10,Tech,Kolkata,15779,18-24,Mixed,8.05,55843
INF0714,Anjali223,Instagram,33058,5.92,1577,257,28,Fitness,Mumbai,24419,25-34,Mixed,4.45,88144
INF0715,Jack337,Instagram,77482,4.51,2759,445,26,Lifestyle,Pune,24978,25-34,Male,2.88,146976
INF0716,Nathan581,Instagram,82137,8.8,5797,320,29,Travel,Delhi,54367,25-34,Male,8.86,243893
INF0717,Kavya241,Instagram,80492,10.81,8315,234,5,Finance,Hyderabad,37997,35-44,Female,5.23,139506
INF0718,Anvi779,Instagram,70947,2.35,1259,428,15,Fitness,Jaipur,70348,18-24,Female,8.92,57728
INF0719,Tripti672,YouTube,76155,7.03,5193,245,25,Beauty,Hyderabad,29570,25-34,Male,7.1,125326
INF0720,Laksh524,Instagram,39425,4.43,1741,250,13,Beauty,Bengaluru,41008,18-24,Male,3.69,68369
INF0721,Widisha525,YouTube,72598,6.8,4064,281,20,Gaming,Ahmedabad,48656,35-44,Male,1.99,217335
INF0722,Arunima332,Instagram,92682,3.42,2579,96,28,Education,Vijayawada,79583,35-44,Female,7.21,115171
INF0723,Girish610,Instagram,86872,4.66,3954,230,24,Food,Pune,61882,18-24,Mixed,7.13,259025
INF0724,Christopher871,YouTube,25278,5.28,1144,343,30,Travel,Chennai,19914,35-44,Mixed,8.91,56984
INF0725,Vihaan880,YouTube,69991,5.88,3350,82,22,Gaming,Chennai,62246,35-44,Female,3.62,60813
INF0726,Hitesh93,YouTube,38885,9.24,3358,205,18,Fitness,Chennai,38164,18-24,Female,4.51,81856
INF0727,Meghana20,YouTube,94042,2.78,2190,185,17,Fashion,Mumbai,83882,13-17,Mixed,1.85,194333
INF0728,Januja393,Instagram,6676,2.23,107,193,10,Education,Jaipur,3762,18-24,Female,6.74,11764
INF0729,Isaac978,YouTube,72449,4.02,2065,380,18,Tech,Pune,47402,35-44,Female,2.91,66579
INF0730,Mahika572,YouTube,42610,2.68,1123,475,23,Fitness,Mumbai,29788,13-17,Male,5.52,46419
INF0731,Darpan821,Instagram,86094,5.92,5041,149,21,Tech,Pune,96570,13-17,Male,7.12,172729
INF0732,Riya577,YouTube,37172,4.25,1376,25,24,Education,Chennai,40980,35-44,Mixed,4.71,72490
INF0733,Anusha152,Instagram,56109,3.48,1756,110,13,Travel,Kolkata,29524,18-24,Male,0.88,114981
INF0734,Barkha589,Instagram,82665,6.38,5057,157,7,Food,Vijayawada,49799,35-44,Male,7.54,194834
INF0735,Avi34,Instagram,93563,4.44,3283,298,22,Fitness,Jaipur,64625,25-34,Male,4.48,266628
INF0736,Krisha212,Instagram,97762,5.63,4120,144,27,Gaming,Chennai,42092,25-34,Mixed,5.28,217951
INF0737,Praneel968,Instagram,94384,5.35,4538,102,4,Education,Delhi,43062,35-44,Female,5.93,77767
INF0738,Qushi55,Instagram,16767,5.52,924,365,18,Fitness,Vijayawada,8269,13-17,Female,2.78,23944
INF0739,Triya328,YouTube,71505,11.39,7423,477,19,Finance,Hyderabad,23904,35-44,Female,8.12,86748
INF0740,Waida938,YouTube,61085,7.72,4532,30,5,Gaming,Chennai,57276,13-17,Female,9.33,149333
INF0741,Advay597,YouTube,68405,6.69,3696,135,20,Gaming,Pune,44470,25-34,Mixed,0.94,169698
INF0742,Qarin786,YouTube,18076,7.59,1146,149,8,Food,Hyderabad,18653,13-17,Male,2.49,15998
INF0743,Fitan452,Instagram,28418,10.53,2944,217,24,Tech,Delhi,31323,25-34,Male,9.7,59411
INF0744,Urmi574,YouTube,55275,9.73,4097,191,19,Travel,Pune,31242,18-24,Female,3.06,113617
INF0745,Neha326,Instagram,36178,2.25,773,137,15,Education,Mumbai,42321,35-44,Female,0.66,59149
INF0746,Saanvi398,Instagram,89388,11.75,9315,268,23,Fashion,Jaipur,92155,18-24,Female,3.97,171922
INF0747,Gabriel920,Instagram,77756,7.23,5292,402,23,Finance,Chennai,61139,18-24,Male,0.86,113802
INF0748,Girindra185,Instagram,98398,11.26,8012,70,24,Fitness,Jaipur,64388,18-24,Female,5.16,292428
INF0749,Aarush95,Instagram,30532,3.24,895,87,21,Tech,Mumbai,14995,13-17,Female,1.56,43159
INF0750,Laksh268,Instagram,84865,6.12,4518,247,13,Finance,Mumbai,85929,18-24,Mixed,2.7,129072
INF0751,Yashvi71,Instagram,19963,2.87,465,451,6,Travel,Pune,14419,13-17,Female,3.15,21946
INF0752,Xiti70,Instagram,89501,5.36,3894,274,21,Food,Pune,94549,35-44,Mixed,7.21,196963
INF0753,Samarth520,Instagram,34961,5.94,1838,278,29,Fitness,Vijayawada,20005,35-44,Female,1.11,97048
INF0754,Qasim834,Instagram,63334,8.07,4348,275,29,Fitness,Jaipur,29282,35-44,Female,9.82,102971
INF0755,Sathvik972,Instagram,41398,3.87,1597,404,17,Fitness,Mumbai,29183,13-17,Female,5.69,67745
INF0756,Falan192,YouTube,65646,10.04,5587,270,8,Beauty,Bengaluru,67991,13-17,Mixed,4.38,79182
INF0757,Zashil478,YouTube,91344,6.37,4838,490,29,Food,Kolkata,77315,13-17,Mixed,7.57,81362
INF0758,Aayush298,YouTube,39552,11.51,3880,279,26,Fitness,Delhi,13139,13-17,Male,7.37,37384
INF0759,Amol708,YouTube,65680,7.52,4752,444,26,Education,Bengaluru,27913,18-24,Mixed,5.69,160351
INF0760,Xiti197,YouTube,47896,9.1,3061,39,28,Education,Bengaluru,29515,18-24,Mixed,4.94,77352
INF0761,Gayathri96,Instagram,30830,9.22,2327,390,16,Finance,Delhi,11011,35-44,Female,9.51,59875
INF0762,Chandran852,Instagram,74971,8.06,4727,385,11,Fitness,Delhi,54331,35-44,Female,8.0,160709
INF0763,Harini185,YouTube,48914,9.27,4228,390,27,Travel,Pune,28583,35-44,Male,0.63,69755
INF0764,Nathaniel571,Instagram,14056,10.19,1268,431,27,Beauty,Hyderabad,10582,18-24,Female,1.07,13590
INF0765,Ekanta120,Instagram,25400,7.24,1342,159,13,Tech,Ahmedabad,9380,18-24,Female,6.29,65668
INF0766,Chandani784,YouTube,46183,9.71,4141,324,15,Beauty,Chennai,16172,13-17,Mixed,4.62,104008
INF0767,Vrinda77,Instagram,70724,7.99,5582,164,25,Education,Vijayawada,31790,35-44,Male,1.2,198494
INF0768,Barkha410,Instagram,5546,4.33,182,126,23,Food,Mumbai,2785,18-24,Male,2.6,7488
INF0769,Tanvi15,Instagram,59620,3.08,1351,252,20,Tech,Ahmedabad,39047,18-24,Mixed,6.55,112043
INF0770,Jacob85,Instagram,26190,2.74,631,427,14,Lifestyle,Bengaluru,27596,18-24,Female,7.67,62173
INF0771,Kashvi157,YouTube,46642,4.27,1798,237,25,Lifestyle,Chennai,29151,25-34,Mixed,9.65,56195
INF0772,Vrinda152,Instagram,6329,10.0,472,308,4,Tech,Pune,2550,13-17,Mixed,8.69,12587
INF0773,Ekanta182,YouTube,27552,2.7,657,465,21,Lifestyle,Kolkata,24428,18-24,Female,3.25,53192
INF0774,Pushti599,Instagram,51735,2.63,1151,61,25,Beauty,Bengaluru,57867,18-24,Male,4.34,133853
INF0775,Janaki410,YouTube,60782,9.91,5597,44,12,Fashion,Ahmedabad,45277,25-34,Mixed,8.63,84924
INF0776,Ekavir152,Instagram,55093,11.94,5906,217,7,Fashion,Chennai,54536,25-34,Male,4.85,106913
INF0777,Pushti807,Instagram,17813,11.63,1713,396,13,Food,Kolkata,6490,35-44,Mixed,3.19,17739
INF0778,Sudiksha301,Instagram,10807,7.9,833,386,24,Education,Mumbai,11871,35-44,Mixed,2.43,22524
INF0779,Naksh926,YouTube,81214,2.87,1882,122,23,Food,Ahmedabad,49712,35-44,Male,2.69,142395
INF0780,Janani39,YouTube,64304,4.12,2567,116,21,Gaming,Delhi,63105,18-24,Female,3.81,168567
INF0781,Hemang559,YouTube,87878,7.76,5458,163,25,Finance,Kolkata,58735,18-24,Female,7.48,81005
INF0782,Oni155,Instagram,49104,6.17,2659,395,11,Tech,Mumbai,39895,13-17,Mixed,9.54,105648
INF0783,Gagan704,Instagram,17549,4.81,627,139,21,Gaming,Jaipur,18523,18-24,Female,6.87,24337
INF0784,Garima559,Instagram,87554,11.21,7532,371,19,Fitness,Ahmedabad,29804,13-17,Mixed,5.09,189077
INF0785,Bahadurjit55,Instagram,57495,7.12,3161,327,8,Education,Vijayawada,53500,13-17,Female,8.39,152777
INF0786,Raksha241,Instagram,80873,5.65,3799,415,20,Fitness,Delhi,54619,18-24,Female,6.92,210598
INF0787,Shivansh886,Instagram,35736,3.37,1082,122,22,Travel,Mumbai,25105,35-44,Mixed,4.94,31985
INF0788,Kashvi201,Instagram,61876,11.61,5900,277,20,Lifestyle,Kolkata,19847,18-24,Male,8.77,75868
INF0789,Charan169,Instagram,57571,10.42,5379,419,15,Gaming,Pune,26306,35-44,Mixed,6.9,156558
INF0790,Christopher358,Instagram,59683,5.63,3009,287,4,Education,Vijayawada,32196,35-44,Female,0.62,100248
INF0791,Zinal968,Instagram,88874,7.64,6574,274,30,Travel,Bengaluru,64267,13-17,Female,1.26,120270
INF0792,Ranbir87,YouTube,83353,4.59,2691,349,19,Fitness,Chennai,47059,25-34,Mixed,9.64,105587
INF0793,Naveen450,Instagram,92298,9.62,7905,144,19,Food,Chennai,88011,18-24,Mixed,8.14,145907
INF0794,Varsha396,YouTube,30483,2.99,853,163,19,Fashion,Jaipur,13928,25-34,Female,3.46,90036
INF0795,Indali738,Instagram,22261,5.23,889,116,17,Beauty,Hyderabad,21171,18-24,Mixed,4.59,38066
INF0796,Darika92,YouTube,38713,9.46,2687,500,16,Travel,Ahmedabad,29523,18-24,Female,6.92,90977
INF0797,Ojas680,YouTube,74089,10.47,7068,374,15,Education,Delhi,67276,18-24,Mixed,2.57,218196
INF0798,Rushil606,Instagram,55515,5.86,2830,219,22,Beauty,Vijayawada,31515,18-24,Male,7.33,129047
INF0799,Jagrati973,Instagram,67978,9.53,5527,366,16,Beauty,Hyderabad,24424,13-17,Mixed,9.41,89193
INF0800,Chandresh775,Instagram,9860,3.37,234,430,25,Fashion,Kolkata,6143,25-34,Female,9.81,24853
INF0801,William343,YouTube,24587,3.62,766,471,29,Gaming,Jaipur,15068,35-44,Mixed,5.75,68642
INF0802,Gaurika549,Instagram,5902,6.79,314,433,18,Education,Ahmedabad,3192,13-17,Male,8.24,10500
INF0803,Orinder14,YouTube,26196,5.24,980,385,29,Education,Mumbai,14207,13-17,Female,5.02,42539
INF0804,Samaksh677,YouTube,48532,6.23,2656,43,10,Tech,Jaipur,38333,13-17,Mixed,5.86,112274
INF0805,Chakradhar45,YouTube,7137,3.58,215,384,24,Food,Delhi,5680,35-44,Male,1.65,16777
INF0806,Kalpit982,YouTube,61512,11.34,5022,331,27,Fitness,Delhi,56692,13-17,Mixed,7.35,135888
INF0807,Gaurika142,YouTube,22806,3.58,799,89,28,Education,Hyderabad,19697,18-24,Female,8.92,28308
INF0808,Falguni399,YouTube,81176,9.74,6464,170,25,Finance,Mumbai,29072,18-24,Female,9.99,202968
INF0809,Kai656,Instagram,94804,6.21,5579,36,17,Tech,Hyderabad,61423,35-44,Female,8.22,81178
INF0810,Vasana994,Instagram,98833,9.65,7793,314,17,Fitness,Kolkata,51464,13-17,Female,7.5,206554
INF0811,Wriddhish405,Instagram,29763,5.67,1351,449,18,Finance,Mumbai,29628,18-24,Female,4.54,58973
INF0812,Megha780,Instagram,15206,10.01,1179,428,21,Fashion,Ahmedabad,12642,35-44,Mixed,3.65,38245
INF0813,Yoshita182,YouTube,43982,10.1,3304,285,4,Gaming,Hyderabad,27811,35-44,Male,1.93,88105
INF0814,Waida606,YouTube,78159,3.62,2131,372,21,Beauty,Bengaluru,40035,18-24,Male,4.64,154489
INF0815,Meghana169,Instagram,10767,2.57,208,433,19,Tech,Ahmedabad,6625,13-17,Female,2.25,14608
INF0816,Maanas979,YouTube,28368,3.18,824,392,13,Education,Chennai,15484,13-17,Male,8.64,41281
INF0817,Janya245,Instagram,42372,11.51,4135,296,24,Gaming,Jaipur,22414,35-44,Mixed,5.33,37582
INF0818,Urvashi693,Instagram,44377,6.71,2225,347,28,Food,Jaipur,50033,25-34,Female,5.27,40211
INF0819,Daksha205,Instagram,91982,2.31,1982,411,15,Tech,Chennai,44882,25-34,Female,3.04,233167
INF0820,Samar875,Instagram,95175,7.66,6960,145,10,Fitness,Delhi,40961,18-24,Mixed,3.63,112230
INF0821,Harrison633,YouTube,85043,6.85,4307,495,21,Lifestyle,Bengaluru,78176,35-44,Mixed,7.94,99166
INF0822,Ekta786,Instagram,33708,8.51,2842,40,8,Tech,Jaipur,34428,18-24,Mixed,2.93,30082
INF0823,Mohammed735,Instagram,73622,11.52,6078,24,13,Fitness,Chennai,47286,18-24,Female,8.59,218469
INF0824,Zilmil981,YouTube,95849,11.39,7904,292,11,Fitness,Jaipur,30512,18-24,Mixed,2.98,123682
INF0825,Samar177,Instagram,92354,3.55,2537,252,26,Fashion,Hyderabad,28512,35-44,Male,1.09,82113
INF0826,Triveni797,Instagram,12201,4.65,517,109,19,Education,Jaipur,8975,13-17,Female,3.73,32260
INF0827,Alka30,YouTube,89487,6.6,5684,474,8,Tech,Jaipur,89197,18-24,Female,6.07,190025
INF0828,Veer667,YouTube,39919,4.75,1408,281,22,Fashion,Jaipur,20828,18-24,Mixed,1.12,63652
INF0829,Ayaan177,YouTube,69602,10.17,5519,146,22,Tech,Jaipur,57426,13-17,Female,4.85,105021
INF0830,Irya479,Instagram,48830,10.33,3765,477,25,Tech,Mumbai,49740,25-34,Male,2.02,113656
INF0831,Rachana783,YouTube,50710,10.3,4542,154,30,Fashion,Ahmedabad,39904,18-24,Male,9.25,90809
INF0832,Anay89,YouTube,15177,5.87,678,59,7,Food,Kolkata,7026,18-24,Mixed,0.59,24823
INF0833,Jyoti677,Instagram,35519,2.37,682,106,5,Tech,Jaipur,19468,35-44,Female,5.36,105496
INF0834,Darika760,Instagram,58489,6.91,3556,88,4,Food,Pune,39997,13-17,Mixed,4.85,150389
INF0835,Damyanti842,Instagram,90395,2.66,2283,99,10,Gaming,Kolkata,102197,13-17,Mixed,0.84,269418
INF0836,Vasudha706,YouTube,96127,4.72,3442,202,24,Fashion,Pune,29510,35-44,Mixed,8.2,129203
INF0837,Raghav745,Instagram,43252,3.09,1180,139,20,Fashion,Pune,48951,25-34,Male,5.71,82062
INF0838,Darsh238,Instagram,29135,3.41,800,373,6,Travel,Ahmedabad,28978,35-44,Female,9.06,69548
INF0839,Warda645,YouTube,92061,11.2,9779,234,5,Food,Pune,104126,18-24,Male,7.2,150343
INF0840,Tarak839,YouTube,5234,8.59,380,469,15,Tech,Chennai,4425,35-44,Female,1.36,8246
INF0841,Maanav981,YouTube,44003,8.21,3148,30,28,Food,Chennai,26568,25-34,Mixed,1.97,54705
INF0842,Nimrat817,YouTube,39929,4.63,1829,497,4,Beauty,Jaipur,18483,25-34,Female,7.93,90099
INF0843,Parth474,Instagram,6799,6.24,387,306,12,Food,Kolkata,2399,25-34,Mixed,4.08,9720
INF0844,Nitesh21,YouTube,45263,9.88,4232,41,10,Fashion,Delhi,42136,18-24,Mixed,1.42,101353
INF0845,Advay632,Instagram,20022,4.55,725,107,17,Food,Bengaluru,14304,13-17,Female,4.01,25984
INF0846,Shivani774,Instagram,59910,4.69,2454,145,19,Food,Delhi,54876,25-34,Male,7.18,77626
INF0847,Faqid391,YouTube,16802,11.0,1395,256,8,Finance,Mumbai,20050,35-44,Female,3.7,18442
INF0848,Dayita827,Instagram,66441,7.16,4193,66,28,Gaming,Chennai,28708,35-44,Female,1.4,104694
INF0849,Mekhala865,Instagram,88415,11.95,9068,449,14,Tech,Pune,67467,13-17,Female,4.33,126118
INF0850,Vrishti464,YouTube,28490,3.88,1032,112,12,Travel,Kolkata,24040,35-44,Mixed,5.49,70728
INF0851,Sara312,YouTube,65690,3.43,1850,304,14,Fashion,Kolkata,67671,25-34,Female,6.38,110602
INF0852,Rohan705,Instagram,32154,11.78,3679,191,4,Tech,Chennai,29483,13-17,Female,5.87,62292
INF0853,Falan700,YouTube,35571,3.42,860,327,20,Fashion,Mumbai,17922,35-44,Mixed,1.75,81818
INF0854,Om864,Instagram,40975,5.67,1923,163,17,Tech,Chennai,24441,25-34,Female,9.6,90463
INF0855,Oni518,YouTube,85488,10.1,7417,101,21,Travel,Vijayawada,86360,35-44,Male,5.25,241604
INF0856,Forum518,YouTube,35607,11.48,3710,211,24,Tech,Delhi,15784,18-24,Male,9.85,52923
INF0857,Alexander374,Instagram,94439,5.15,3954,287,4,Fitness,Mumbai,32502,13-17,Male,7.92,137919
INF0858,Faras345,YouTube,46391,3.43,1378,342,6,Gaming,Chennai,41963,13-17,Mixed,3.0,46610
INF0859,Omkaar964,Instagram,78801,4.8,3123,78,24,Fitness,Jaipur,82008,13-17,Female,1.12,191174
INF0860,Shaurya412,Instagram,71011,6.05,3044,263,26,Gaming,Vijayawada,47683,18-24,Mixed,7.21,113234
INF0861,Shaurya776,YouTube,90444,2.5,1929,258,10,Fashion,Pune,34799,35-44,Female,3.79,187917
INF0862,Ishanvi59,YouTube,29174,7.33,1945,415,17,Education,Mumbai,12547,18-24,Female,4.05,56136
INF0863,Odika551,Instagram,90444,5.78,3680,225,13,Lifestyle,Bengaluru,29333,25-34,Male,5.04,218974
INF0864,Pushti651,YouTube,79303,7.47,5734,342,29,Fitness,Hyderabad,39422,35-44,Female,5.37,105978
INF0865,Aradhana233,Instagram,9893,4.64,417,354,21,Food,Kolkata,4839,35-44,Mixed,4.92,29295
INF0866,Noah482,Instagram,86512,9.95,6178,346,16,Fashion,Pune,83156,35-44,Female,3.98,167443
INF0867,Zayan301,YouTube,71101,9.58,6082,142,17,Education,Pune,38362,18-24,Female,5.09,115349
INF0868,Yashasvi942,YouTube,71223,8.2,5084,312,14,Tech,Kolkata,60912,25-34,Male,2.63,88020
INF0869,Upkaar385,YouTube,97580,7.82,7088,302,28,Tech,Delhi,33989,25-34,Male,3.41,200527
INF0870,Aarnav715,YouTube,57843,4.66,1997,328,12,Lifestyle,Ahmedabad,25146,35-44,Male,1.39,59149
INF0871,Abha695,Instagram,5892,3.57,169,191,26,Lifestyle,Bengaluru,2959,35-44,Male,6.24,14473
INF0872,Gayathri241,Instagram,5309,11.13,415,431,15,Finance,Pune,3526,35-44,Female,1.13,15893
INF0873,Chandresh317,Instagram,24352,3.81,742,209,20,Fitness,Mumbai,27374,25-34,Female,1.7,44477
INF0874,Ayaan453,Instagram,53050,6.98,3565,292,15,Travel,Vijayawada,45321,13-17,Female,2.13,72699
INF0875,Ekta856,Instagram,13681,7.29,890,256,6,Tech,Pune,13636,13-17,Female,6.19,29202
INF0876,Raagini613,YouTube,83605,7.86,6282,28,5,Education,Pune,95304,35-44,Male,8.7,241150
INF0877,Aarini151,Instagram,70900,8.26,5615,51,29,Tech,Ahmedabad,66300,13-17,Female,1.53,69141
INF0878,Krish626,Instagram,78430,8.54,5998,159,19,Fitness,Bengaluru,50950,25-34,Female,9.47,77194
INF0879,Advik959,Instagram,89296,11.85,8876,169,9,Fitness,Ahmedabad,71272,18-24,Female,3.95,247612
INF0880,Krish950,YouTube,87783,6.92,4853,351,22,Beauty,Kolkata,60815,25-34,Male,3.94,208831
INF0881,Oeshi516,Instagram,90313,11.56,7652,87,20,Tech,Bengaluru,32456,18-24,Male,8.45,96512
INF0882,Yashodhara843,YouTube,55413,5.35,2308,137,13,Travel,Bengaluru,18736,35-44,Male,7.7,64128
INF0883,Aradhana555,YouTube,91082,11.12,9934,177,17,Fitness,Pune,51536,13-17,Mixed,7.73,244795
INF0884,Warinder320,Instagram,87362,9.75,7184,380,21,Finance,Chennai,40221,18-24,Mixed,5.72,72656
INF0885,Zayyan825,YouTube,55211,10.18,4643,156,18,Food,Kolkata,48120,35-44,Female,5.83,99239
INF0886,Bishakha577,YouTube,9047,3.15,281,241,25,Food,Jaipur,3572,25-34,Mixed,2.2,19361
INF0887,Gabriel121,YouTube,50369,9.74,4580,453,15,Fitness,Vijayawada,35402,25-34,Female,5.74,69281
INF0888,Dakshesh737,YouTube,45631,5.86,2161,165,4,Food,Vijayawada,24979,25-34,Female,7.94,59876
INF0889,Nandini50,YouTube,88849,10.39,6894,235,26,Finance,Ahmedabad,67507,18-24,Male,9.14,104230
INF0890,Indrajit480,YouTube,84425,8.84,5831,163,26,Beauty,Delhi,55706,25-34,Mixed,8.98,145695
INF0891,Mohini771,YouTube,91948,11.09,10065,184,27,Finance,Hyderabad,67037,25-34,Female,9.76,77667
INF0892,Jagat726,YouTube,57083,3.24,1633,196,7,Tech,Mumbai,51850,13-17,Male,9.37,135322
INF0893,Vritti487,YouTube,96128,11.61,9059,218,16,Food,Mumbai,63496,13-17,Mixed,9.04,182172
INF0894,Lohit233,Instagram,6629,2.8,171,342,12,Food,Mumbai,6433,35-44,Male,5.54,6987
INF0895,Isaiah648,Instagram,76169,3.02,1802,282,24,Education,Pune,88945,25-34,Male,2.12,194586
INF0896,Eta74,Instagram,88164,9.18,6806,75,23,Travel,Kolkata,49735,18-24,Mixed,6.09,143410
INF0897,Vidhi873,YouTube,10338,9.05,706,373,5,Finance,Pune,5644,25-34,Female,2.7,8529
INF0898,Nakul370,YouTube,37812,11.1,3956,240,30,Fitness,Jaipur,12095,13-17,Female,1.77,104728
INF0899,Bhavini843,Instagram,25702,10.15,2421,497,16,Education,Mumbai,9977,25-34,Female,5.52,50279
INF0900,Ryan316,YouTube,70621,10.09,6504,30,11,Gaming,Vijayawada,80581,18-24,Mixed,3.51,152637
INF0901,Yatan634,YouTube,81103,4.99,3255,482,15,Lifestyle,Kolkata,27257,25-34,Male,2.31,189963
INF0902,Chasmum220,YouTube,7938,2.85,207,284,13,Beauty,Vijayawada,8279,13-17,Male,2.97,19483
INF0903,Kevin703,Instagram,73987,6.63,4499,130,22,Food,Jaipur,45044,25-34,Mixed,6.35,136053
INF0904,Urmi108,YouTube,68551,9.64,4738,252,11,Travel,Jaipur,79383,18-24,Mixed,2.11,181718
INF0905,Alka330,YouTube,57843,10.37,5565,446,25,Education,Jaipur,22563,25-34,Mixed,5.54,165771
INF0906,Kritika564,Instagram,74065,8.33,5026,370,16,Finance,Pune,54139,25-34,Male,4.66,179706
INF0907,Chatresh688,YouTube,12641,11.09,1111,366,26,Finance,Hyderabad,9966,25-34,Female,7.14,34535
INF0908,Samarth888,YouTube,44657,4.89,1539,280,22,Lifestyle,Mumbai,21794,13-17,Female,7.36,75716
INF0909,Chaitaly613,Instagram,17751,8.43,1263,46,14,Education,Hyderabad,7360,13-17,Female,0.64,41882
INF0910,Krishna927,YouTube,45903,7.92,3189,141,10,Travel,Chennai,54719,18-24,Mixed,2.28,102417
INF0911,Pranit593,Instagram,10295,9.63,895,133,4,Beauty,Bengaluru,5204,35-44,Mixed,3.76,22787
INF0912,Jack157,YouTube,57176,9.38,4828,49,5,Beauty,Jaipur,25695,25-34,Mixed,5.55,48764
INF0913,Rudra548,YouTube,62701,7.35,4003,193,18,Fashion,Pune,39069,18-24,Female,1.34,172799
INF0914,Charita100,Instagram,92569,2.87,2268,356,8,Beauty,Jaipur,101046,25-34,Female,9.67,224953
INF0915,Netra807,Instagram,53053,2.95,1249,446,4,Lifestyle,Ahmedabad,30957,18-24,Male,4.25,117627
INF0916,Damyanti963,YouTube,58880,3.28,1574,158,24,Tech,Hyderabad,32267,35-44,Male,7.24,145953
INF0917,Ojas662,Instagram,13303,5.52,517,321,23,Fashion,Chennai,5692,13-17,Mixed,4.48,27638
INF0918,Niharika580,Instagram,36198,5.92,1650,112,18,Lifestyle,Hyderabad,21030,25-34,Mixed,6.83,66565
INF0919,Vihaan913,YouTube,95395,11.92,8459,255,9,Education,Delhi,65579,35-44,Male,8.52,156606
INF0920,Kala213,Instagram,63306,4.89,2443,171,13,Tech,Hyderabad,72035,13-17,Mixed,0.59,61802
INF0921,Rohan284,YouTube,24341,5.7,1378,210,30,Gaming,Jaipur,19620,18-24,Female,6.17,32360
INF0922,Waida974,YouTube,57126,7.32,3074,251,13,Travel,Chennai,23461,18-24,Male,2.73,129077
INF0923,Aarini683,YouTube,69722,11.03,5941,135,15,Travel,Delhi,76328,18-24,Male,7.09,68068
INF0924,Janaki654,YouTube,16932,6.12,895,469,8,Tech,Bengaluru,17961,35-44,Female,9.94,16873
INF0925,Siya60,YouTube,50492,10.18,3974,201,20,Fashion,Chennai,37703,25-34,Female,7.71,116101
INF0926,Ishanvi815,YouTube,61615,8.3,4935,287,25,Education,Jaipur,50035,13-17,Mixed,5.28,169937
INF0927,Maanav895,YouTube,40405,7.67,2271,69,11,Lifestyle,Bengaluru,18683,25-34,Mixed,4.19,56064
INF0928,Balhaar926,Instagram,85595,5.16,3341,382,29,Travel,Pune,55438,18-24,Mixed,1.16,181694
INF0929,Vasatika37,YouTube,89945,6.95,5108,109,22,Travel,Pune,51512,13-17,Male,1.65,88068
INF0930,Gaurika471,Instagram,89864,6.41,5098,289,25,Food,Vijayawada,36333,35-44,Mixed,2.48,110224
INF0931,Unnati754,Instagram,31912,10.19,3171,318,23,Finance,Vijayawada,25593,18-24,Female,5.65,39535
INF0932,Raagini825,YouTube,35936,5.73,1592,203,14,Gaming,Delhi,40131,25-34,Male,1.95,81556
INF0933,Abdul932,YouTube,52144,11.97,4515,312,29,Beauty,Pune,61710,18-24,Mixed,4.62,139287
INF0934,Daksha578,Instagram,62738,5.26,2952,45,26,Travel,Mumbai,46280,13-17,Female,3.9,186179
INF0935,Zansi762,YouTube,49144,2.05,749,395,8,Beauty,Kolkata,48680,18-24,Male,1.54,50392
INF0936,Shivani623,YouTube,24819,7.33,1497,420,10,Fitness,Vijayawada,29083,18-24,Female,7.11,61966
INF0937,Warinder691,YouTube,97180,5.75,4658,154,28,Gaming,Hyderabad,69233,18-24,Mixed,4.73,119774
INF0938,Ronith762,YouTube,68685,9.22,5295,302,27,Gaming,Ahmedabad,66451,13-17,Male,9.49,139770
INF0939,Dalbir76,YouTube,31873,8.55,2354,196,23,Fashion,Jaipur,12312,18-24,Male,1.01,94666
INF0940,Yutika57,YouTube,93763,8.81,7229,169,18,Finance,Vijayawada,31215,13-17,Male,6.64,226077
INF0941,Unni365,YouTube,66759,8.58,4971,468,27,Food,Pune,65554,35-44,Female,6.54,154110
INF0942,Wriddhish987,YouTube,98626,9.66,8159,289,20,Travel,Hyderabad,99448,25-34,Male,1.74,236697
INF0943,Aarini331,Instagram,91852,10.92,9364,268,25,Lifestyle,Bengaluru,64418,18-24,Male,1.4,268403
INF0944,Elijah139,Instagram,25480,11.53,2345,89,16,Food,Pune,29947,35-44,Male,5.98,24235
INF0945,Upma212,Instagram,49894,11.61,4256,242,20,Education,Kolkata,55332,18-24,Male,4.34,76162
INF0946,Liam97,Instagram,54808,10.17,5173,444,14,Tech,Hyderabad,53672,18-24,Female,1.77,112348
INF0947,Pallavi566,Instagram,84415,9.65,7685,233,25,Food,Chennai,89463,35-44,Mixed,3.63,197321
INF0948,Samesh774,Instagram,11574,9.73,967,207,23,Tech,Vijayawada,11240,18-24,Female,1.87,11150
INF0949,Ganga180,YouTube,51541,7.76,3390,311,5,Tech,Kolkata,29597,25-34,Female,5.8,87287
INF0950,Abhimanyu226,YouTube,62787,3.91,1758,122,9,Fitness,Jaipur,30975,35-44,Male,5.84,52346
INF0951,Krishna583,YouTube,6285,8.61,519,456,12,Education,Vijayawada,2028,13-17,Female,9.5,9257
INF0952,Karan544,YouTube,74223,2.92,1602,214,4,Finance,Ahmedabad,59801,13-17,Male,4.35,194466
